trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
913,False,"{'e': 0.0576638395210959, 'a': 0.9}",20,3,-1.1317243044757603,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
914,False,"{'e': 0.05748392129124441, 'a': 0.9}",35,17,31.48357551177201,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'e': 0.057304564428268645, 'a': 0.9}",20,12,17.186443206792696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'e': 0.05712576718063529, 'a': 0.9}",30,12,22.795558382545543,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'e': 0.05694752780227603, 'a': 0.9}",20,8,23.061145257711267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'e': 0.056769844552570566, 'a': 0.9}",30,16,26.78473271793777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'e': 0.056592715696329454, 'a': 0.9}",25,12,22.185384441816296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'e': 0.05641613950377735, 'a': 0.9}",20,13,1.9925365942305193,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
921,False,"{'e': 0.05624011425053594, 'a': 0.9}",25,18,11.694598209126312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'e': 0.05606463821760719, 'a': 0.9}",25,18,0.558899650940464,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'e': 0.05588970969135662, 'a': 0.9}",25,14,19.040283989899596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'e': 0.055715326963496396, 'a': 0.9}",25,7,2.3768717707359306,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
925,False,"{'e': 0.05554148833106887, 'a': 0.9}",25,13,22.398713226412163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'e': 0.05536819209642973, 'a': 0.9}",25,18,13.024930376464152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'e': 0.055195436567231526, 'a': 0.9}",25,12,21.800236605293307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'e': 0.05502322005640723, 'a': 0.9}",20,12,11.305314811770424,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
929,False,"{'e': 0.05485154088215356, 'a': 0.9}",20,8,6.33216126270627,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'e': 0.05468039736791477, 'a': 0.9}",30,13,28.04854914836662,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'e': 0.05450978784236608, 'a': 0.9}",25,11,19.86439515136505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'e': 0.05433971063939747, 'a': 0.9}",25,0,31.302181954240307,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
933,False,"{'e': 0.05417016409809745, 'a': 0.9}",20,6,24.23949717405222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'e': 0.054001146562736684, 'a': 0.9}",20,0,30.844871730610272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'e': 0.053832656382752, 'a': 0.9}",20,14,9.362406988835133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'e': 0.053664691912730135, 'a': 0.9}",25,18,11.245398207622358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'e': 0.053497251512391694, 'a': 0.9}",20,5,14.494198471126738,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
938,False,"{'e': 0.05333033354657523, 'a': 0.9}",30,3,32.97274469354464,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
939,False,"{'e': 0.05316393638522112, 'a': 0.9}",20,12,17.56590673661918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'e': 0.0529980584033558, 'a': 0.9}",30,20,20.63343032360026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'e': 0.052832697981075774, 'a': 0.9}",20,16,8.421932960177575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'e': 0.052667853503531814, 'a': 0.9}",25,11,26.45140354235813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'e': 0.05250352336091332, 'a': 0.9}",20,14,10.763360355410267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'e': 0.05233970594843238, 'a': 0.9}",25,16,18.444933567938893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'e': 0.05217639966630833, 'a': 0.9}",25,12,13.011513615289786,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'e': 0.05201360291975193, 'a': 0.9}",25,14,22.65087650237956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'e': 0.05185131411894989, 'a': 0.9}",25,14,22.714773484463013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'e': 0.05168953167904939, 'a': 0.9}",20,13,13.866334616730038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'e': 0.05152825402014246, 'a': 0.9}",25,8,17.967727740300102,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
950,False,"{'e': 0.05136747956725073, 'a': 0.9}",25,14,18.99462736038219,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'e': 0.05120720675030988, 'a': 0.9}",20,4,26.398842059617653,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'e': 0.051047434004154395, 'a': 0.9}",20,2,31.285551424643415,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'e': 0.05088815976850231, 'a': 0.9}",30,0,33.86088178435101,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'e': 0.050729382487939866, 'a': 0.9}",20,12,15.806892410413372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'e': 0.050571100611906464, 'a': 0.9}",30,10,32.82587583316245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'e': 0.05041331259467938, 'a': 0.9}",20,12,17.52976390786221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'e': 0.050256016895358725, 'a': 0.9}",20,6,28.563479273633778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'e': 0.05009921197785249, 'a': 0.9}",20,16,8.382056425108129,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'e': 0.04994289631086136, 'a': 0.9}",20,14,13.562323266639249,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",30,20,18.37210000576401,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",20,10,19.474572341433927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,11,18.837530123507932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",20,13,12.344872752758272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",20,16,7.726319805319649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",20,12,17.019269393610934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,8,22.606030375212743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",20,12,14.229840988470123,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,16,7.117287078073043,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",25,11,27.48058193771873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",20,9,18.51494333928477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",30,13,32.621163445409934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",25,11,25.459404129392837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",20,16,7.3607097222337865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",20,10,18.255108470349075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",20,5,26.047699976346582,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",30,8,41.40615575043219,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",20,13,13.619270990588872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",30,21,16.423146750926186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",25,15,18.35327405929973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",20,8,22.543244761112454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0, 'a': 0}",25,13,23.56650254107277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",30,13,24.60770639927995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",25,20,9.233362888855678,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0, 'a': 0}",25,14,24.074357615465253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
